Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[67]     0.8    0.00    0.01  899594         decltype (_S_construct({parm#1}, {parm#2}, (forward<std::string const&>)({parm#3}))) std::allocator_traits<std::allocator<std::string> >::construct<std::string, std::string const&>(std::allocator<std::string>&, std::string*, std::string const&) [67]
                0.00    0.01  899594/899594      _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [68]
                0.00    0.00  899594/2698803     std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [55]
-----------------------------------------------
                0.00    0.01  899594/899594      decltype (_S_construct({parm#1}, {parm#2}, (forward<std::string const&>)({parm#3}))) std::allocator_traits<std::allocator<std::string> >::construct<std::string, std::string const&>(std::allocator<std::string>&, std::string*, std::string const&) [67]
[68]     0.5    0.00    0.01  899594         _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [68]
                0.00    0.00  899594/2698803     std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [55]
                0.00    0.00  899594/899594      _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [75]
-----------------------------------------------
                0.00    0.01  245910/245910      std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int const, std::string> const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int const, std::string> const&) [49]
[69]     0.5    0.00    0.01  245910         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node_base const*) [69]
                0.01    0.00  245910/245910      std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node_base const*) [74]
                0.00    0.00  245910/7939893     std::_Select1st<std::pair<int const, std::string> >::operator()(std::pair<int const, std::string> const&) const [41]
-----------------------------------------------
                0.00    0.01  245911/245911      std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [5]
[70]     0.4    0.00    0.01  245911         std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string const, int> const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, int> const&) [70]
                0.00    0.00  245910/2073835     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node_base const*) [37]
                0.00    0.00  245910/33147289     std::less<std::string>::operator()(std::string const&, std::string const&) const [10]
                0.00    0.00  245910/34084485     std::_Select1st<std::pair<std::string const, int> >::operator()(std::pair<std::string const, int> const&) const [24]
                0.00    0.00  245911/1382572     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_end() [102]
                0.00    0.00  245911/1721377     std::pair<std::string const, int> const& std::forward<std::pair<std::string const, int> const&>(std::remove_reference<std::pair<std::string const, int> const&>::type&) [98]
                0.00    0.00  245911/245911      std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [156]
                0.00    0.00  245911/2694560     std::_Rb_tree_iterator<std::pair<std::string const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, int> >*) [92]
-----------------------------------------------
                0.01    0.00 7202162/7202162     std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node<std::pair<int const, std::string> > const*) [38]
[71]     0.4    0.01    0.00 7202162         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node<std::pair<int const, std::string> > const*) [71]
-----------------------------------------------
                0.01    0.00 5571791/5571791     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, int> > const*, std::_Rb_tree_node<std::pair<std::string const, int> > const*, std::string const&) const [9]
[72]     0.4    0.01    0.00 5571791         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_left(std::_Rb_tree_node_base const*) [72]
-----------------------------------------------
                0.01    0.00  245911/245911      std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, std::string> >*) [51]
[73]     0.4    0.01    0.00  245911         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::deallocate(std::_Rb_tree_node<std::pair<int const, std::string> >*, unsigned long) [73]
-----------------------------------------------
                0.01    0.00  245910/245910      std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node_base const*) [69]
[74]     0.4    0.01    0.00  245910         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node_base const*) [74]
-----------------------------------------------
                0.00    0.00  899594/899594      _ZNSt16allocator_traitsISaISsEE12_S_constructISsIRKSsEEENSt9enable_ifIXsrNS1_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS0_PS7_DpOS8_ [68]
[75]     0.3    0.00    0.00  899594         _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [75]
                0.00    0.00  899594/2698803     std::string const& std::forward<std::string const&>(std::remove_reference<std::string const&>::type&) [55]
                0.00    0.00  899594/2439991     operator new(unsigned long, void*) [93]
-----------------------------------------------
                0.00    0.00  245911/245911      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [78]
[76]     0.2    0.00    0.00  245911         void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::destroy<std::_Rb_tree_node<std::pair<std::string const, int> > >(std::_Rb_tree_node<std::pair<std::string const, int> >*) [76]
                0.00    0.00  245911/245911      std::_Rb_tree_node<std::pair<std::string const, int> >::~_Rb_tree_node() [77]
-----------------------------------------------
                0.00    0.00  245911/245911      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::destroy<std::_Rb_tree_node<std::pair<std::string const, int> > >(std::_Rb_tree_node<std::pair<std::string const, int> >*) [76]
[77]     0.2    0.00    0.00  245911         std::_Rb_tree_node<std::pair<std::string const, int> >::~_Rb_tree_node() [77]
                0.00    0.00  245911/1183108     std::pair<std::string const, int>::~pair() [60]
-----------------------------------------------
                0.00    0.00  245911/245911      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, int> >*) [53]
[78]     0.2    0.00    0.00  245911         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [78]
                0.00    0.00  245911/245911      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >::destroy<std::_Rb_tree_node<std::pair<std::string const, int> > >(std::_Rb_tree_node<std::pair<std::string const, int> >*) [76]
                0.00    0.00  245911/491822      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_Node_allocator() [119]
                0.00    0.00  245911/245911      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<std::string const, int> >*) [155]
-----------------------------------------------
                0.00    0.00       1/1           std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::end() [81]
[79]     0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::end() [79]
                0.00    0.00       1/245913      std::_Rb_tree_iterator<std::pair<int const, std::string> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, std::string> >*) [65]
-----------------------------------------------
                0.00    0.00       1/1           std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::begin() [82]
[80]     0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::begin() [80]
                0.00    0.00       1/245913      std::_Rb_tree_iterator<std::pair<int const, std::string> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, std::string> >*) [65]
-----------------------------------------------
                0.00    0.00       1/1           Ngrams::printIncreasing() [39]
[81]     0.0    0.00    0.00       1         std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::end() [81]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::end() [79]
-----------------------------------------------
                0.00    0.00       1/1           Ngrams::printIncreasing() [39]
[82]     0.0    0.00    0.00       1         std::multimap<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::begin() [82]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::begin() [80]
-----------------------------------------------
                0.00    0.00 4982686/4982686     bool __gnu_cxx::operator!=<std::string const*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > > const&) [56]
[89]     0.0    0.00    0.00 4982686         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::base() const [89]
-----------------------------------------------
                0.00    0.00       1/4082224     std::vector<std::string, std::allocator<std::string> >::begin() const [188]
                0.00    0.00 1799189/4082224     std::vector<std::string, std::allocator<std::string> >::end() const [44]
                0.00    0.00 2283034/4082224     __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++(int) [95]
[90]     0.0    0.00    0.00 4082224         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [90]
-----------------------------------------------
                0.00    0.00 1048575/2996744     std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [29]
                0.00    0.00 1948169/2996744     void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [169]
[91]     0.0    0.00    0.00 2996744         std::string* std::__addressof<std::string>(std::string&) [91]
-----------------------------------------------
                0.00    0.00  245911/2694560     std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string const, int> const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, int> const&) [70]
                0.00    0.00  421237/2694560     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::begin() [128]
                0.00    0.00  445375/2694560     std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [5]
                0.00    0.00  445375/2694560     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, int> >*, std::_Rb_tree_node<std::pair<std::string const, int> >*, std::string const&) [13]
                0.00    0.00  445376/2694560     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::end() [123]
                0.00    0.00  691286/2694560     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_unique_pos(std::string const&) [6]
[92]     0.0    0.00    0.00 2694560         std::_Rb_tree_iterator<std::pair<std::string const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, int> >*) [92]
-----------------------------------------------
                0.00    0.00  245911/2439991     _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS5_IRKS4_EEEvPT_DpOT0_ [134]
                0.00    0.00  245911/2439991     void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::construct<std::_Rb_tree_node<std::pair<int const, std::string> >, std::pair<int const, std::string> const&>(std::_Rb_tree_node<std::pair<int const, std::string> >*, std::pair<int const, std::string> const&) [137]
                0.00    0.00  899594/2439991     _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [75]
                0.00    0.00 1048575/2439991     void std::_Construct<std::string, std::string>(std::string*, std::string&&) [105]
[93]     0.0    0.00    0.00 2439991         operator new(unsigned long, void*) [93]
-----------------------------------------------
                0.00    0.00  691286/2319769     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::string const, int> > const*, std::_Rb_tree_node<std::pair<std::string const, int> > const*, std::string const&) const [9]
                0.00    0.00 1628483/2319769     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::end() const [58]
[94]     0.0    0.00    0.00 2319769         std::_Rb_tree_const_iterator<std::pair<std::string const, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node<std::pair<std::string const, int> > const*) [94]
-----------------------------------------------
                0.00    0.00  899594/2283034     Ngrams::Ngrams(int, WordList const&) [2]
                0.00    0.00 1383440/2283034     Ngrams::getNextNgram(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [23]
[95]     0.0    0.00    0.00 2283034         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator++(int) [95]
                0.00    0.00 2283034/4082224     __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [90]
-----------------------------------------------
                0.00    0.00 1948169/1948169     void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [169]
[96]     0.0    0.00    0.00 1948169         void std::_Destroy<std::string>(std::string*) [96]
-----------------------------------------------
                0.00    0.00  691286/1739861     std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [114]
                0.00    0.00 1048575/1739861     std::move_iterator<std::string*>::operator*() const [104]
[97]     0.0    0.00    0.00 1739861         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [97]
-----------------------------------------------
                0.00    0.00  245911/1721377     std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [5]
                0.00    0.00  245911/1721377     std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string const, int> const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, int> const&) [70]
                0.00    0.00  245911/1721377     std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [156]
                0.00    0.00  245911/1721377     _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIKSsiEEEE9constructIS4_IRKS3_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS5_PT_DpOSA_ [146]
                0.00    0.00  245911/1721377     std::enable_if<std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > >::__construct_helper<std::_Rb_tree_node<std::pair<std::string const, int> >, std::pair<std::string const, int> const&>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > > >::_S_construct<std::_Rb_tree_node<std::pair<std::string const, int> >, std::pair<std::string const, int> const&>(std::allocator<std::_Rb_tree_node<std::pair<std::string const, int> > >&, std::_Rb_tree_node<std::pair<std::string const, int> >*, std::pair<std::string const, int> const&) [145]
                0.00    0.00  245911/1721377     _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS5_IRKS4_EEEvPT_DpOT0_ [134]
                0.00    0.00  245911/1721377     std::_Rb_tree_node<std::pair<std::string const, int> >::_Rb_tree_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [142]
[98]     0.0    0.00    0.00 1721377         std::pair<std::string const, int> const& std::forward<std::pair<std::string const, int> const&>(std::remove_reference<std::pair<std::string const, int> const&>::type&) [98]
-----------------------------------------------
                0.00    0.00  245911/1721377     std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_equal<std::pair<int const, std::string> const&>(std::pair<int const, std::string> const&) [15]
                0.00    0.00  245911/1721377     std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int const, std::string> const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int const, std::string> const&) [49]
                0.00    0.00  245911/1721377     std::_Rb_tree_node<std::pair<int const, std::string> >* std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_create_node<std::pair<int const, std::string> const&>(std::pair<int const, std::string> const&) [158]
                0.00    0.00  245911/1721377     _ZNSt16allocator_traitsISaISt13_Rb_tree_nodeISt4pairIKiSsEEEE9constructIS4_IRKS3_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS5_PT_DpOSA_ [148]
                0.00    0.00  245911/1721377     std::enable_if<std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, std::string> > > >::__construct_helper<std::_Rb_tree_node<std::pair<int const, std::string> >, std::pair<int const, std::string> const&>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, std::string> > > >::_S_construct<std::_Rb_tree_node<std::pair<int const, std::string> >, std::pair<int const, std::string> const&>(std::allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >&, std::_Rb_tree_node<std::pair<int const, std::string> >*, std::pair<int const, std::string> const&) [147]
                0.00    0.00  245911/1721377     void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int const, std::string> > >::construct<std::_Rb_tree_node<std::pair<int const, std::string> >, std::pair<int const, std::string> const&>(std::_Rb_tree_node<std::pair<int const, std::string> >*, std::pair<int const, std::string> const&) [137]
                0.00    0.00  245911/1721377     std::_Rb_tree_node<std::pair<int const, std::string> >::_Rb_tree_node<std::pair<int const, std::string> const&>(std::pair<int const, std::string> const&) [143]
[99]     0.0    0.00    0.00 1721377         std::pair<int const, std::string> const& std::forward<std::pair<int const, std::string> const&>(std::remove_reference<std::pair<int const, std::string> const&>::type&) [99]
-----------------------------------------------
                0.00    0.00 1591747/1591747     Ngrams::getNextNgram(__gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >, __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >) [23]
[100]    0.0    0.00    0.00 1591747         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [100]
-----------------------------------------------
                0.00    0.00  691286/1382572     std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::count(std::string const&) const [7]
                0.00    0.00  691286/1382572     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) const [8]
[101]    0.0    0.00    0.00 1382572         std::_Rb_tree_const_iterator<std::pair<std::string const, int> >::operator==(std::_Rb_tree_const_iterator<std::pair<std::string const, int> > const&) const [101]
-----------------------------------------------
                0.00    0.00  245911/1382572     std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string const, int> const&>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<std::string const, int> const&) [70]
                0.00    0.00  445375/1382572     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [12]
                0.00    0.00  691286/1382572     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_unique_pos(std::string const&) [6]
[102]    0.0    0.00    0.00 1382572         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_end() [102]
-----------------------------------------------
                0.00    0.00       1/1136662     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::~_Rb_tree() [54]
                0.00    0.00  445375/1136662     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [12]
                0.00    0.00  691286/1136662     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_unique_pos(std::string const&) [6]
[103]    0.0    0.00    0.00 1136662         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_begin() [103]
-----------------------------------------------
                0.00    0.00 1048575/1048575     std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [29]
[104]    0.0    0.00    0.00 1048575         std::move_iterator<std::string*>::operator*() const [104]
                0.00    0.00 1048575/1739861     std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [97]
-----------------------------------------------
                0.00    0.00 1048575/1048575     std::string* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::string*>, std::string*>(std::move_iterator<std::string*>, std::move_iterator<std::string*>, std::string*) [29]
[105]    0.0    0.00    0.00 1048575         void std::_Construct<std::string, std::string>(std::string*, std::string&&) [105]
                0.00    0.00 1048575/1048575     std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [106]
                0.00    0.00 1048575/2439991     operator new(unsigned long, void*) [93]
-----------------------------------------------
                0.00    0.00 1048575/1048575     void std::_Construct<std::string, std::string>(std::string*, std::string&&) [105]
[106]    0.0    0.00    0.00 1048575         std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&) [106]
-----------------------------------------------
                0.00    0.00  421236/866611      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_unique_pos(std::string const&) [6]
                0.00    0.00  445375/866611      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) [12]
[107]    0.0    0.00    0.00  866611         std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator==(std::_Rb_tree_iterator<std::pair<std::string const, int> > const&) const [107]
-----------------------------------------------
                0.00    0.00  245911/737733      Ngrams::printIncreasing() [39]
                0.00    0.00  245911/737733      Ngrams::sortMap() [14]
                0.00    0.00  245911/737733      std::_Rb_tree_node<std::pair<int const, std::string> >::~_Rb_tree_node() [144]
[108]    0.0    0.00    0.00  737733         std::pair<int const, std::string>::~pair() [108]
-----------------------------------------------
                0.00    0.00  691286/691286      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) const [8]
